gg01_motion,gg06_plane_select,gg08_work_offset,gg14_wp_measure_mode,X,Y,Z,F,M,comment
G1,G17,G54,G90,920.000,971.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,971.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,972.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,972.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,972.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,973.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,973.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,973.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,974.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,974.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,974.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,975.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,975.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,975.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,976.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,976.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,976.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,977.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,977.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,977.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,978.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,978.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,978.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,979.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,979.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,979.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,980.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,980.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,980.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,981.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,981.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,981.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,982.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,982.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,982.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,983.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,983.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,983.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,984.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,984.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,984.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,985.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,985.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,985.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,986.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,986.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,986.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,987.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,987.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,987.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,988.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,988.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,988.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,989.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,989.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,989.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,990.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,990.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,990.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,991.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,991.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,991.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,992.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,992.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,992.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,993.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,993.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,993.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,994.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,994.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,994.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,995.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,995.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,995.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,996.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,996.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,996.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,997.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,997.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,997.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,998.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,998.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,998.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,999.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,999.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,999.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1000.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1000.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1000.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1001.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1001.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1001.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1002.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1002.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1002.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1003.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1003.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1003.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1004.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1004.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1004.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1005.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1005.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1005.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1006.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1006.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1006.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1007.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1007.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1007.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1008.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1008.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1008.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1009.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1009.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1009.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1010.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1010.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1010.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1011.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1011.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1011.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1012.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1012.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1012.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1013.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1013.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1013.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1014.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1014.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1014.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1015.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1015.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1015.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1016.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1016.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1016.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1017.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1017.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1017.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1018.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1018.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1018.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1019.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1019.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1019.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1020.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1020.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1020.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1021.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1021.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1021.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1022.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1022.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1022.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1023.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1023.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1023.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1024.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1024.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1024.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1025.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1025.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1025.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1026.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1026.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1026.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1027.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1027.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1027.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1028.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1028.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1028.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1029.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1029.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1029.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1030.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1030.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1030.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1031.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1031.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1031.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1032.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1032.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1032.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1033.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1033.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1033.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1034.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1034.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1034.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1035.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1035.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1035.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1036.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1036.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1036.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1037.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1037.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1037.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1038.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1038.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1038.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1039.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1039.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1039.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1040.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1040.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1040.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1041.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1041.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1041.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1042.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1042.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1042.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1043.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1043.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1043.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1044.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1044.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1044.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1045.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1045.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1045.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1046.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1046.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1046.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1047.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1047.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1047.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1048.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1048.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1048.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1049.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1049.000,1250.000,250.000,,
G1,G17,G54,G90,920.000,1049.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,920.000,1050.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1050.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1050.000,1250.000,250.000,,; Move up one row
G1,G17,G54,G90,1250.000,1051.000,1250.000,250.000,,
G1,G17,G54,G90,1250.000,1051.000,1250.000,250.000,,; End the program
G1,G17,G54,G90,1250.000,1051.000,1250.000,250.000,M2,; End of program
